Statement,Emotion
#TerrorStatePak we r confirm that #navazsharif is post graduate distinction student of university of #terrorism. He can't spare himself. ,fear
"#Pakistan should stop cross border #terrorism if they really need solution for #KashmirIssue. sir, #India should act ",fear
3:45am and off to the hospital! Elouise's waters have gone! #panic #Labour #LittleSister #superexcited ,fear
"This is the first time I've written anything on this series in over two years, so I'm checking back in for one last nightmare. ",fear
I hate having ideas but being too afraid to share them ?? ,fear
i'd let jiho step on my throat but he'd probs be afraid he'd hurt me ,fear
"If this ban goes through, it will harm so many people, disabled veterans, people who have #chronicpain, #iamkratom ",fear
Nawaz Sharif's UN should start #????_???_?????? as after all his #UNGA speech has awaken the world about their role in sponsoring #terrorism ,fear
Idk if it's hella hot in here or I'm nervous ,fear
what can we do 2 get 2 reveal his taxes? That is the immediate danger. But u will not answer me. #afraid ,fear
I can't imagine keeping malice with my brothers!! I shudder when I see siblings estranged and all ,fear
Today's alarm shows how unprepared professors and students are when it comes to emergency protocols. We don't know where to go ,fear
I think just becz u have so much terror in pak nd urself being a leader u forgot d difference btw a leader nd terrorist ! ,fear
And here we go again ?? #restless ,fear
"There's always that one song which makes you turn of the radio, as you'd rather sit in silence ?? #awful ",fear
Do you think humans have the sense for recognizing impending doom? ,fear
Only Indian seems to be afraid of War is n like India is for WAR! WAR! WAR! we cry war. #PakistanMustPay ,fear
'Operation Echoes' is gathering momentum ... #tense #feelsick #excited ,fear
Retweeted Dr. Rand Paul fueling a Middle East arms race and worsening an already horrific refugee crisis in Yemen. ,fear
The more I watch this documentary on the more I think is more a #nightmare than dream #dreamornightmare ,fear
World is facing #terrorism. Where #Terrorist's school exist? Who are terrorist's teacher &amp; father. Which is terrorist's motherland? ,fear
"again, profiling DOESN'T discourage September 20, 2016; 18:41 EDT #terror #TRUMP #FAIL ",fear
We ashamed of being an ally to you. Pakistan sacrificed almost 50000 civilians by siding you in war on #terror ,fear
#terror test ................ ,fear
How awful! Switched off! ,fear
bout to read this article 'Moving the Conversation Forward: Homosexuality &amp; Christianity' from someone in the foursquare church #nervous ,fear
The Zika #Hoax Files: DEET is part of a binary chemical weapon targeting your brain: #Toxin #fear #neurological #USCitizens #Insect #mammal ,fear
Just had a massive argument with my alarm today... I didn't want to get up. I don't know how we're going to fix this by tomorrow morning ?? ,fear
stuck on runway after being diverted to Fargo. Continuously told just 10 more mins for the past 4 hours. No foodwater offered #awful ,fear
"never thought an angry oompa loompa would be my Boggart, but there you have it. #boggart #PresidentTrump #nightmare ",fear
#beyond naming &amp; shaming ; lies a vast space bw #sanctions &amp; #terror state...v *wait til Others #impose it...&amp; do not hv COURAGE #ourselves ,fear
"Virtually every statement by other countries at #UN has referred to #terror as main threat to peace, #Pak still in denial. ",fear
wow if i need to start over on SIF im prob gonna just die ,fear
"When your body says FUCK YOU BITCH, You ain't sleepingn #sleep #cantsleep #drained ",fear
I want to slide into the dms but im too fucking shy #shy ,fear
It's -terrible-! We're going to the local fishchip place in Kirribilli #terrible ,fear
At #UNGA Pakistan clearly shows the face of cowardliness and blatant lies! Its time for #India to act upon terror. ,fear
"No! By Y'all I mean rioting, fire starting, business burning, looting ASSHOLES! That create #BlackLivesmatter #terrorism ",fear
#India is sponsoring terrorism in #Balochistan. #KulbhushanYadav an Indian spy agent was arrested in Balochistan by Pakistani forces. ,fear
"Tired of people pretending Islam isn't one of the most misogynistic religions, it's no coincidence Muslim countries are terrible for women. ",fear
Some questions you get on Twitter make you want to despair. We've been so battered. We complain but aren't convinced things could be better. ,fear
the struggle is real. Whoa! I worry for the younger generation ?? ,fear
Hes right when the Civil war starts it will be wall to wall terrorism and i don't fancy the Muzzy's chances ,fear
Look at this #massiah of #youngleadern#Pakistan #massiah of #terrorism ,fear
this is so absurd I could laugh right now if I also didn't feel like crying for the future of our country. #wakeupcall ,fear
this is so absurd I could laugh right now if I also didn't feel like crying for the future of our country. #despair #wakeupcall ,fear
"If they say the words radical Islamic terrorist, will that somehow make the terror groups drop their weapons? ",fear
this Mac update has me some kind of apprehensive. ,fear
a panic attack AND CALL YOURSELF A REAL FAN makes me so mad like i dont even have the words to explain. this is why some people give no + ,fear
Your boy' is having a nightmare ,fear
"It feels like there are no houses out there for us. With the most basic requirements I have, there are literally no options. #discouraged ",fear
#terrorism shouldn't be a way of life in the united etates and wasn't until #islam brought it here! #IslamExposed #islambacon ,fear
Now #India is #afraid of #bad #terrorism. ,fear
#course day # potential Leadership #excited #nervous # proud ,fear
ugh!! this is the worst!! i didn't read at all this whole first month of school and i have a unit test on friday!!! awe man!! ,fear
Man city's kit is dreadful! ,fear
"jimmy_dore: RaisingTheBoss we've already lost our country and our government to oligarchs, but their fear tactics still work it appears. ",fear
"No! By Y'all I mean rioting, fire starting, business burning, looting ASSHOLES! That create #BlackLivesmatter ",fear
Set n alarm I wanna nap but I'm scared I'll wake up tomorrow .' ,fear
"never said that,Just not fair how Yous think it's completely okay to bully someone ",fear
Just feel awkward that I'm being timid to everyone. ,fear
"Rooney ! Oh dear, oh dear ! Fucking dreadful ?????? ",fear
If 3 people are in a country of 300 million - you are going to RUIN the whole country over 3 people? ,fear
ohh.. so here comes sense from terror supporting stone pelting vandalizing ppl who gather b4 protests to announce ... ,fear
what can we do 2 get 2 reveal his taxes? That is the immediate danger. But u will not answer me. ,fear
Unruly kids at 8am in the morning #nothanks ripping the flower beds up by the roots while their parents watch #shocking ,fear
"#ntfc mourinho is worried, bringing Ibra and Rushford on. #panic ",fear
"pfft, as if anyone undergoing the constant ongoing horror of sapient consciousness has any trust in themself anyway ",fear
Librarians scare me ,fear
because #whitepeople are #afraid of large #blackmen? ,fear
"that's me all the time. I carry ginger candy, peppermint oil and sea-bands at all times #anxiety ",fear
how many sex cases u need before u guys learn UBER is shocking to the consumer unregulated ,fear
.. Have you give thought to Khalistaan? nNo concern of you Baluchistan !! Kashmir is an Issue. ,fear
Democracy doesn't workn#mob #mentality #mass #hysteria #fear #mongering #oligarchy ,fear
I want to slide into the dms but im too fucking shy ,fear
"Jesus wept! Another RNS from #rusty quote 'Price sensitive news, Price Sensitive news' etc etc The #Ramping here is #shocking ",fear
A Lysol can got stuck in spray position and we're all slowly suffocating from the trash can that smells like a Febreeze factory. ,fear
"Yeah, but bad part is the #terrorism #terror Muslims won't be the ones leaving #ObamaLegacy #nationalsecurity #disaster #Obama ",fear
We're all in D. T. Discipleship training or detox for something. #messy #cutoff #choosefreedom #CryOut16 ,fear
Oh noooo! #nomorehammocks #nightmare ; ,fear
So not pumped for this interview ,fear
Rojo is shocking.......absolutely shocking !!! ,fear
#NawazSharif confesses that #Pakistan supports #terror at #ungan#BurhanWani ,fear
"hey, y'all announced it like immediately after I asked. Nice. Thanks y'all #panic ",fear
"When your body says FUCK YOU BITCH, You ain't sleepingn#sleep #cantsleep #drained #restless ",fear
this individual is clearly trying 2 #intimidate this #LEO I see an issue here. STOP CAUSING ISSUES by pushing limits!! ,fear
I'm not sure we like this comparison. USA should emulate #Israel's methods of protecting civilians against #terror attacks ,fear
"Swear to God don't get a smart meter from your power company, 8 months of daft bills, 6 visits from British Gas #stressed ",fear
just preordered The Pale EP... Would have paid for the phone call... But I would have freaked out and not said anything #shy ,fear
We in our own country are so divided in our approach so how could we fight #terrorism and #pakistani terrorism #MartyrsNotBeggars ,fear
Maybe 49% support no #Muslim immigration cos they perceive the risk of #Islamist ideology &amp; #terrorism as too high? ,fear
"Sounds like Donald Trump has spent today just making extra, extra sure he'd get those frightened white, conservative, racist votes. ",fear
"I worry about typos in any email to Simon, draft attached or not... ",fear
How long ago was that? I shudder to think. ,fear
nLikewise #death #cutting ,fear
Anything is better than a Trump ramble. He is awful. Truly truly awful. ,fear
horrid having a car n no liscence ,fear
